,symbol,ticker
10479,OTC:LTSRF,LTSRF
10480,OTC:LTSSF,LTSSF
10481,AMEX:LTTI,LTTI
10482,OTC:LTUM,LTUM
10483,OTC:LTUS,LTUS
10484,NYSE:LU,LU
10485,NASDAQ:LUCD,LUCD
10486,NYSE:LUCK,LUCK
10487,OTC:LUCMF,LUCMF
10488,OTC:LUCN,LUCN
10489,OTC:LUCRF,LUCRF
10490,NASDAQ:LUCY,LUCY
10491,AMEX:LUD,LUD
10492,OTC:LUDG,LUDG
10493,OTC:LUGDF,LUGDF
10494,NASDAQ:LULU,LULU
10495,OTC:LUMB,LUMB
10496,NYSE:LUMN,LUMN
10497,OTC:LUNA,LUNA
10498,NASDAQ:LUNG,LUNG
10499,OTC:LUNMF,LUNMF
10500,NASDAQ:LUNR,LUNR
10501,NYSE:LUV,LUV
10502,OTC:LUVSF,LUVSF
10503,OTC:LUVU,LUVU
10504,NYSE:LUXE,LUXE
10505,OTC:LUXFF,LUXFF
10506,OTC:LUXHQ,LUXHQ
10507,OTC:LUXMF,LUXMF
10508,OTC:LUXPQ,LUXPQ
10509,OTC:LVCE,LVCE
10510,CBOE:LVDS,LVDS
10511,OTC:LVGI,LVGI
10512,OTC:LVGLF,LVGLF
10513,NASDAQ:LVHD,LVHD
10514,CBOE:LVHI,LVHI
10515,NASDAQ:LVLU,LVLU
10516,OTC:LVMHF,LVMHF
10517,OTC:LVMUY,LVMUY
10518,NASDAQ:LVO,LVO
10519,OTC:LVRLF,LVRLF
10520,NASDAQ:LVRO,LVRO
10521,NYSE:LVS,LVS
10522,NASDAQ:LVTX,LVTX
10523,OTC:LVVP,LVVP
10524,OTC:LVVV,LVVV
10525,OTC:LVWD,LVWD
10526,NYSE:LVWR,LVWR
10527,NYSE:LW,LW
10528,NASDAQ:LWAC,LWAC
10529,NASDAQ:LWACU,LWACU
10530,NASDAQ:LWAY,LWAY
10531,OTC:LWCL,LWCL
10532,NASDAQ:LWLG,LWLG
10533,OTC:LWSCF,LWSCF
10534,NASDAQ:LX,LX
10535,NASDAQ:LXEH,LXEH
10536,OTC:LXENF,LXENF
10537,NASDAQ:LXEO,LXEO
10538,NYSE:LXFR,LXFR
10539,OTC:LXORF,LXORF
10540,NYSE:LXP,LXP
10541,NYSE:LXP/PC,LXP/PC
10542,NASDAQ:LXRX,LXRX
10543,NYSE:LXU,LXU
10544,NYSE:LYB,LYB
10545,OTC:LYBC,LYBC
10546,NASDAQ:LYEL,LYEL
10547,NASDAQ:LYFT,LYFT
10548,CBOE:LYFX,LYFX
10549,NYSE:LYG,LYG
10550,CBOE:LYLD,LYLD
10551,NASDAQ:LYRA,LYRA
10552,OTC:LYSCF,LYSCF
10553,OTC:LYSDY,LYSDY
10554,OTC:LYTHD,LYTHD
10555,NASDAQ:LYTS,LYTS
10556,NYSE:LYV,LYV
10557,NASDAQ:LZ,LZ
10558,OTC:LZAGF,LZAGF
10559,OTC:LZAGY,LZAGY
10560,NYSE:LZB,LZB
10561,OTC:LZGI,LZGI
10562,NYSE:LZM,LZM
10563,NASDAQ:LZMH,LZMH
10564,OTC:LZRFY,LZRFY
10565,NYSE:M,M
10566,NYSE:MA,MA
10567,NYSE:MAA,MAA
10568,NYSE:MAA/PI,MAA/PI
10569,OTC:MAAL,MAAL
10570,OTC:MAANF,MAANF
10571,OTC:MAARF,MAARF
10572,NASDAQ:MAAS,MAAS
10573,NYSE:MAC,MAC
10574,NASDAQ:MACI,MACI
10575,OTC:MACT,MACT
10576,AMEX:MADE,MADE
10577,OTC:MADGF,MADGF
10578,CBOE:MAGA,MAGA
10579,CBOE:MAGC,MAGC
10580,OTC:MAGE,MAGE
10581,AMEX:MAGG,MAGG
10582,NASDAQ:MAGH,MAGH
10583,OTC:MAGMF,MAGMF
10584,NYSE:MAGN,MAGN
10585,CBOE:MAGS,MAGS
10586,CBOE:MAGX,MAGX
10587,CBOE:MAGY,MAGY
10588,OTC:MAHLY,MAHLY
10589,OTC:MAHN,MAHN
10590,AMEX:MAIA,MAIA
10591,OTC:MAIFF,MAIFF
10592,NYSE:MAIN,MAIN
10593,OTC:MAJI,MAJI
10594,OTC:MAKAF,MAKAF
10595,OTC:MAKOF,MAKOF
10596,OTC:MAKSY,MAKSY
10597,AMEX:MAKX,MAKX
10598,OTC:MALJF,MALJF
10599,OTC:MALRF,MALRF
10600,OTC:MALRY,MALRY
10601,NASDAQ:MAMA,MAMA
10602,CBOE:MAMB,MAMB
10603,NASDAQ:MAMK,MAMK
10604,NASDAQ:MAMO,MAMO
10605,OTC:MAMTF,MAMTF
10606,NYSE:MAN,MAN
10607,OTC:MANA,MANA
10608,NASDAQ:MANH,MANH
10609,AMEX:MANI,MANI
10610,OTC:MANOF,MANOF
10611,NYSE:MANU,MANU
10612,OTC:MAORF,MAORF
10613,OTC:MAPIF,MAPIF
10614,AMEX:MAPP,MAPP
10615,OTC:MAPPF,MAPPF
10616,NASDAQ:MAPS,MAPS
10617,OTC:MAQAF,MAQAF
10618,NASDAQ:MAR,MAR
10619,NASDAQ:MARA,MARA
10620,AMEX:MARB,MARB
10621,OTC:MARIF,MARIF
10622,OTC:MARK,MARK
10623,CBOE:MARM,MARM
10624,AMEX:MARO,MARO
10625,NASDAQ:MARPS,MARPS
10626,AMEX:MART,MART
10627,CBOE:MARU,MARU
10628,OTC:MARUF,MARUF
10629,OTC:MARUY,MARUY
10630,OTC:MARVF,MARVF
10631,AMEX:MARW,MARW
10632,CBOE:MARZ,MARZ
10633,OTC:MARZF,MARZF
10634,NYSE:MAS,MAS
10635,NASDAQ:MASI,MASI
10636,NASDAQ:MASK,MASK
10637,OTC:MASN,MASN
10638,NASDAQ:MASS,MASS
10639,NASDAQ:MAT,MAT
10640,OTC:MATAF,MATAF
10641,OTC:MATEF,MATEF
10642,NASDAQ:MATH,MATH
10643,NYSE:MATV,MATV
10644,NASDAQ:MATW,MATW
10645,NYSE:MATX,MATX
10646,OTC:MAURY,MAURY
10647,OTC:MAUTF,MAUTF
10648,AMEX:MAVF,MAVF
10649,OTC:MAWAF,MAWAF
10650,OTC:MAWHY,MAWHY
10651,NYSE:MAX,MAX
10652,NASDAQ:MAXI,MAXI
10653,CBOE:MAXJ,MAXJ
10654,NASDAQ:MAXN,MAXN
10655,OTC:MAXQF,MAXQF
10656,OTC:MAXXF,MAXXF
10657,NASDAQ:MAYA,MAYA
10658,CBOE:MAYM,MAYM
10659,OTC:MAYNF,MAYNF
10660,CBOE:MAYP,MAYP
10661,NASDAQ:MAYS,MAYS
10662,AMEX:MAYT,MAYT
10663,CBOE:MAYU,MAYU
10664,AMEX:MAYW,MAYW
10665,OTC:MAYX,MAYX
10666,CBOE:MAYZ,MAYZ
10667,NASDAQ:MAZE,MAZE
10668,NASDAQ:MB,MB
10669,OTC:MBAIF,MBAIF
10670,NASDAQ:MBAV,MBAV
10671,NASDAQ:MBAVU,MBAVU
10672,NASDAQ:MBB,MBB
10673,CBOE:MBBB,MBBB
10674,NASDAQ:MBBC,MBBC
10675,NYSE:MBC,MBC
10676,CBOE:MBCC,MBCC
10677,OTC:MBCI,MBCI
10678,NASDAQ:MBCN,MBCN
10679,OTC:MBCOF,MBCOF
10680,OTC:MBFJF,MBFJF
10681,OTC:MBGAF,MBGAF
10682,OTC:MBGPF,MBGPF
10683,OTC:MBGYY,MBGYY
10684,NYSE:MBI,MBI
10685,NASDAQ:MBIN,MBIN
10686,NASDAQ:MBINL,MBINL
10687,NASDAQ:MBINM,MBINM
10688,NASDAQ:MBINN,MBINN
10689,NASDAQ:MBIO,MBIO
10690,OTC:MBKL,MBKL
10691,OTC:MBLMF,MBLMF
10692,OTC:MBLU,MBLU
10693,OTC:MBLV,MBLV
10694,NASDAQ:MBLY,MBLY
10695,CBOE:MBND,MBND
10696,CBOE:MBNE,MBNE
10697,NASDAQ:MBNKO,MBNKO
10698,OTC:MBOF,MBOF
10699,NASDAQ:MBOT,MBOT
10700,AMEX:MBOX,MBOX
10701,OTC:MBRFY,MBRFY
10702,NASDAQ:MBRX,MBRX
10703,NASDAQ:MBS,MBS
10704,AMEX:MBSD,MBSD
10705,AMEX:MBSF,MBSF
10706,OTC:MBSHY,MBSHY
10707,AMEX:MBSX,MBSX
10708,NASDAQ:MBUU,MBUU
10709,NASDAQ:MBVIU,MBVIU
10710,NASDAQ:MBWM,MBWM
10711,NASDAQ:MBX,MBX
10712,OTC:MBXBF,MBXBF
10713,OTC:MBYMF,MBYMF
10714,NYSE:MC,MC
10715,OTC:MCAP,MCAP
10716,OTC:MCARY,MCARY
10717,NYSE:MCB,MCB
10718,OTC:MCBI,MCBI
10719,OTC:MCBK,MCBK
10720,NASDAQ:MCBS,MCBS
10721,OTC:MCCK,MCCK
10722,OTC:MCCRF,MCCRF
10723,NYSE:MCD,MCD
10724,OTC:MCDIF,MCDIF
10725,NASDAQ:MCDS,MCDS
10726,OTC:MCEM,MCEM
10727,OTC:MCET,MCET
10728,OTC:MCFNF,MCFNF
10729,NASDAQ:MCFT,MCFT
10730,NASDAQ:MCGA,MCGA
10731,NASDAQ:MCGAU,MCGAU
10732,AMEX:MCH,MCH
10733,NASDAQ:MCHB,MCHB
10734,OTC:MCHHF,MCHHF
10735,NASDAQ:MCHI,MCHI
10736,OTC:MCHOY,MCHOY
10737,NASDAQ:MCHP,MCHP
10738,NASDAQ:MCHPP,MCHPP
10739,NASDAQ:MCHS,MCHS
10740,OTC:MCHT,MCHT
10741,OTC:MCHVY,MCHVY
10742,NASDAQ:MCHX,MCHX
10743,NYSE:MCI,MCI
10744,OTC:MCIC,MCIC
10745,NYSE:MCK,MCK
10746,OTC:MCKRF,MCKRF
10747,OTC:MCLE,MCLE
10748,NYSE:MCN,MCN
10749,OTC:MCNO,MCNO
10750,NYSE:MCO,MCO
10751,OTC:MCOA,MCOA
10752,OTC:MCOM,MCOM
10753,CBOE:MCOW,MCOW
10754,OTC:MCQEF,MCQEF
10755,NYSE:MCR,MCR
10756,OTC:MCRAA,MCRAA
10757,OTC:MCRAB,MCRAB
10758,NASDAQ:MCRB,MCRB
10759,OTC:MCREF,MCREF
10760,NASDAQ:MCRI,MCRI
10761,AMEX:MCRP,MCRP
10762,OTC:MCRUF,MCRUF
10763,OTC:MCRXF,MCRXF
10764,NYSE:MCS,MCS
10765,NASDAQ:MCSE,MCSE
10766,OTC:MCTH,MCTH
10767,NASDAQ:MCTR,MCTR
10768,OTC:MCUJF,MCUJF
10769,NASDAQ:MCW,MCW
10770,NYSE:MCY,MCY
10771,NYSE:MD,MD
10772,AMEX:MDAA,MDAA
10773,NASDAQ:MDAI,MDAI
10774,OTC:MDALF,MDALF
10775,NASDAQ:MDB,MDB
10776,NASDAQ:MDBH,MDBH
10777,CBOE:MDBX,MDBX
10778,OTC:MDCE,MDCE
10779,OTC:MDCKF,MDCKF
10780,OTC:MDCN,MDCN
10781,NASDAQ:MDCX,MDCX
10782,CBOE:MDEV,MDEV
10783,OTC:MDEVF,MDEVF
10784,OTC:MDEX,MDEX
10785,NASDAQ:MDGL,MDGL
10786,NASDAQ:MDIA,MDIA
10787,OTC:MDIBY,MDIBY
10788,NASDAQ:MDIV,MDIV
10789,OTC:MDLM,MDLM
10790,CBOE:MDLV,MDLV
10791,NASDAQ:MDLZ,MDLZ
10792,OTC:MDMP,MDMP
10793,OTC:MDNAF,MDNAF
10794,OTC:MDNGF,MDNGF
10795,CBOE:MDPL,MDPL
10796,OTC:MDRM,MDRM
10797,OTC:MDRNF,MDRNF
10798,NASDAQ:MDRR,MDRR
10799,OTC:MDRX,MDRX
10800,NYSE:MDST,MDST
10801,NYSE:MDT,MDT
10802,NYSE:MDU,MDU
10803,NYSE:MDV,MDV
10804,NYSE:MDV/PA,MDV/PA
10805,OTC:MDVT,MDVT
10806,NASDAQ:MDWD,MDWD
10807,OTC:MDWK,MDWK
10808,NASDAQ:MDXG,MDXG
10809,NASDAQ:MDXH,MDXH
10810,OTC:MDXHF,MDXHF
10811,OTC:MDXXF,MDXXF
10812,AMEX:MDY,MDY
10813,AMEX:MDYG,MDYG
10814,AMEX:MDYV,MDYV
10815,CBOE:MEAR,MEAR
10816,NYSE:MEC,MEC
10817,OTC:MECPF,MECPF
10818,NYSE:MED,MED
10819,OTC:MEDAF,MEDAF
10820,OTC:MEDH,MEDH
10821,AMEX:MEDI,MEDI
10822,OTC:MEDIF,MEDIF
10823,NASDAQ:MEDP,MEDP
10824,NASDAQ:MEDX,MEDX
10825,OTC:MEDXF,MEDXF
10826,NYSE:MEG,MEG
10827,OTC:MEGEF,MEGEF
10828,OTC:MEGH,MEGH
10829,NYSE:MEGI,MEGI
10830,NASDAQ:MEGL,MEGL
10831,OTC:MEHCQ,MEHCQ
10832,NYSE:MEI,MEI
10833,OTC:MEIEF,MEIEF
10834,OTC:MEJHY,MEJHY
10835,NASDAQ:MELI,MELI
10836,AMEX:MEM,MEM
10837,AMEX:MEME,MEME
10838,NASDAQ:MEMS,MEMS
10839,AMEX:MEMX,MEMX
10840,OTC:MENEF,MENEF
10841,NASDAQ:MENS,MENS
10842,OTC:MENXF,MENXF
10843,OTC:MEOBF,MEOBF
10844,NASDAQ:MEOH,MEOH
10845,OTC:MEQYF,MEQYF
10846,NYSE:MER/PK,MER/PK
10847,NASDAQ:MERC,MERC
10848,NASDAQ:MESA,MESA
10849,NASDAQ:MESO,MESO
10850,NYSE:MET,MET
10851,NYSE:MET/PA,MET/PA
10852,NYSE:MET/PE,MET/PE
10853,NYSE:MET/PF,MET/PF
10854,NASDAQ:META,META
10855,NASDAQ:METC,METC
10856,NASDAQ:METCB,METCB
10857,NASDAQ:METCI,METCI
10858,NASDAQ:METCZ,METCZ
10859,NASDAQ:METD,METD
10860,NASDAQ:METL,METL
10861,OTC:METOF,METOF
10862,NASDAQ:METU,METU
10863,AMEX:METV,METV
10864,CBOE:METW,METW
10865,OTC:MEXGF,MEXGF
10866,AMEX:MEXX,MEXX
10867,NYSE:MFA,MFA
10868,NYSE:MFA/PB,MFA/PB
10869,NYSE:MFA/PC,MFA/PC
10870,NYSE:MFAN,MFAN
10871,NYSE:MFAO,MFAO
10872,OTC:MFBI,MFBI
10873,OTC:MFBP,MFBP
10874,NYSE:MFC,MFC
10875,OTC:MFCO,MFCO
10876,OTC:MFCSF,MFCSF
10877,OTC:MFDB,MFDB
10878,AMEX:MFDX,MFDX
10879,AMEX:MFEM,MFEM
10880,NYSE:MFG,MFG
10881,OTC:MFGCF,MFGCF
10882,OTC:MFGI,MFGI
10883,NASDAQ:MFH,MFH
10884,NASDAQ:MFI,MFI
10885,NASDAQ:MFIC,MFIC
10886,NASDAQ:MFIN,MFIN
10887,OTC:MFLTY,MFLTY
10888,NASDAQ:MFLX,MFLX
10889,NYSE:MFM,MFM
10890,OTC:MFMLF,MFMLF
10891,OTC:MFON,MFON
10892,OTC:MFRVF,MFRVF
10893,NYSE:MFSB,MFSB
10894,NYSE:MFSG,MFSG
10895,NYSE:MFSI,MFSI
10896,NYSE:MFSM,MFSM
10897,NYSE:MFSV,MFSV
10898,CBOE:MFUL,MFUL
10899,AMEX:MFUS,MFUS
10900,CBOE:MFUT,MFUT
10901,NYSE:MG,MG
10902,NYSE:MGA,MGA
10903,OTC:MGAFF,MGAFF
10904,OTC:MGAM,MGAM
10905,AMEX:MGC,MGC
10906,OTC:MGCLY,MGCLY
10907,OTC:MGCOF,MGCOF
10908,OTC:MGCV,MGCV
10909,OTC:MGDDF,MGDDF
10910,OTC:MGDDY,MGDDY
10911,NASDAQ:MGEE,MGEE
10912,NYSE:MGF,MGF
10913,OTC:MGHCF,MGHCF
10914,NASDAQ:MGIC,MGIC
10915,NASDAQ:MGIH,MGIH
10916,AMEX:MGK,MGK
10917,AMEX:MGLD,MGLD
10918,OTC:MGLUY,MGLUY
10919,NYSE:MGM,MGM
10920,OTC:MGMA,MGMA
10921,OTC:MGMLF,MGMLF
10922,OTC:MGMNF,MGMNF
10923,AMEX:MGMT,MGMT
10924,NASDAQ:MGN,MGN
10925,OTC:MGNC,MGNC
10926,NASDAQ:MGNI,MGNI
10927,OTC:MGNO,MGNO
10928,AMEX:MGNR,MGNR
10929,NASDAQ:MGNX,MGNX
10930,AMEX:MGOV,MGOV
10931,OTC:MGPHF,MGPHF
10932,NASDAQ:MGPI,MGPI
10933,OTC:MGPPF,MGPPF
10934,OTC:MGPUF,MGPUF
10935,NYSE:MGR,MGR
10936,NYSE:MGRB,MGRB
10937,NASDAQ:MGRC,MGRC
10938,NYSE:MGRD,MGRD
10939,NYSE:MGRE,MGRE
10940,OTC:MGROF,MGROF
10941,NASDAQ:MGRT,MGRT
10942,OTC:MGRUF,MGRUF
10943,NASDAQ:MGRX,MGRX
10944,OTC:MGSD,MGSD
10945,OTC:MGTE,MGTE
10946,OTC:MGTI,MGTI
10947,NASDAQ:MGTX,MGTX
10948,OTC:MGUFF,MGUFF
10949,OTC:MGUY,MGUY
10950,AMEX:MGV,MGV
10951,OTC:MGWFF,MGWFF
10952,NASDAQ:MGX,MGX
10953,OTC:MGXMF,MGXMF
10954,NYSE:MGY,MGY
10955,OTC:MGYOY,MGYOY
10956,NASDAQ:MGYR,MGYR
10957,NYSE:MH,MH
10958,OTC:MHCUF,MHCUF
10959,NYSE:MHD,MHD
10960,OTC:MHEYF,MHEYF
10961,NYSE:MHF,MHF
10962,OTC:MHGU,MHGU
10963,OTC:MHGVY,MHGVY
10964,AMEX:MHH,MHH
10965,OTC:MHHC,MHHC
10966,OTC:MHIVF,MHIVF
10967,NYSE:MHK,MHK
10968,NYSE:MHLA,MHLA
10969,NYSE:MHN,MHN
10970,NYSE:MHNC,MHNC
10971,NYSE:MHO,MHO
10972,OTC:MHRE,MHRE
10973,NASDAQ:MHUA,MHUA
10974,OTC:MHUBF,MHUBF
10975,OTC:MHVIY,MHVIY
10976,OTC:MHVYF,MHVYF
10977,AMEX:MHY,MHY
10978,AMEX:MI,MI
10979,OTC:MIAPF,MIAPF
10980,NYSE:MIAX,MIAX
10981,AMEX:MID,MID
10982,NASDAQ:MIDD,MIDD
10983,AMEX:MIDE,MIDE
10984,OTC:MIDLF,MIDLF
10985,AMEX:MIDU,MIDU
10986,OTC:MIELF,MIELF
10987,OTC:MIELY,MIELY
10988,CBOE:MIG,MIG
10989,NASDAQ:MIGI,MIGI
10990,OTC:MILC,MILC
10991,OTC:MILFF,MILFF
10992,OTC:MILIF,MILIF
10993,CBOE:MILK,MILK
10994,NASDAQ:MILN,MILN
10995,OTC:MIMDF,MIMDF
10996,NASDAQ:MIMI,MIMI
10997,NYSE:MIN,MIN
10998,OTC:MINBY,MINBY
10999,NASDAQ:MIND,MIND
11000,CBOE:MINN,MINN
11001,AMEX:MINO,MINO
11002,AMEX:MINT,MINT
11003,AMEX:MINV,MINV
11004,OTC:MIOFF,MIOFF
11005,OTC:MIPCF,MIPCF
11006,NYSE:MIR,MIR
11007,NASDAQ:MIRA,MIRA
11008,NASDAQ:MIRM,MIRM
11009,AMEX:MISL,MISL
11010,NASDAQ:MIST,MIST
11011,OTC:MISVF,MISVF
11012,OTC:MITEY,MITEY
11013,OTC:MITFF,MITFF
11014,OTC:MITFY,MITFY
11015,OTC:MITI,MITI
11016,NASDAQ:MITK,MITK
11017,NYSE:MITN,MITN
11018,NYSE:MITP,MITP
11019,AMEX:MITQ,MITQ
11020,OTC:MITSF,MITSF
11021,OTC:MITSY,MITSY
11022,NYSE:MITT,MITT
11023,NYSE:MITT/PA,MITT/PA
11024,NYSE:MITT/PB,MITT/PB
11025,NYSE:MITT/PC,MITT/PC
11026,OTC:MITUY,MITUY
11027,OTC:MIUFY,MIUFY
11028,OTC:MIVOF,MIVOF
11029,NYSE:MIY,MIY
11030,AMEX:MJ,MJ
11031,OTC:MJDLF,MJDLF
11032,OTC:MJGCF,MJGCF
11033,OTC:MJLB,MJLB
11034,OTC:MJNA,MJNA
11035,OTC:MJNE,MJNE
11036,AMEX:MJSC,MJSC
11037,OTC:MJWL,MJWL
11038,OTC:MJWNY,MJWNY
11039,NASDAQ:MKAM,MKAM
11040,NYSE:MKC,MKC
11041,NYSE:MKC.V,MKC.V
11042,OTC:MKDTY,MKDTY
11043,NASDAQ:MKDW,MKDW
11044,OTC:MKEWF,MKEWF
11045,OTC:MKGAF,MKGAF
11046,OTC:MKGP,MKGP
11047,OTC:MKIN,MKIN
11048,OTC:MKKGY,MKKGY
11049,NYSE:MKL,MKL
11050,NASDAQ:MKLY,MKLY
11051,NASDAQ:MKLYU,MKLYU
11052,OTC:MKNGF,MKNGF
11053,AMEX:MKOR,MKOR
11054,OTC:MKOTS,MKOTS
11055,OTC:MKRFS,MKRFS
11056,OTC:MKRIF,MKRIF
11057,OTC:MKRYF,MKRYF
11058,OTC:MKSEF,MKSEF
11059,OTC:MKSGS,MKSGS
11060,NASDAQ:MKSI,MKSI
11061,OTC:MKSZS,MKSZS
11062,OTC:MKTAY,MKTAY
11063,AMEX:MKTN,MKTN
11064,NASDAQ:MKTW,MKTW
11065,NASDAQ:MKTX,MKTX
11066,NASDAQ:MKZR,MKZR
11067,NASDAQ:MLAB,MLAB
11068,NASDAQ:MLAC,MLAC
11069,NASDAQ:MLACU,MLACU
11070,OTC:MLBEF,MLBEF
11071,OTC:MLCG,MLCG
11072,NASDAQ:MLCI,MLCI
11073,NASDAQ:MLCO,MLCO
11074,AMEX:MLDR,MLDR
11075,NASDAQ:MLEC,MLEC
11076,OTC:MLFNF,MLFNF
11077,OTC:MLGF,MLGF
11078,NASDAQ:MLGO,MLGO
11079,OTC:MLHC,MLHC
11080,NYSE:MLI,MLI
11081,OTC:MLIZY,MLIZY
11082,NASDAQ:MLKN,MLKN
11083,OTC:MLLGF,MLLGF
11084,OTC:MLLOF,MLLOF
11085,NYSE:MLM,MLM
11086,OTC:MLMC,MLMC
11087,OTC:MLMLF,MLMLF
11088,OTC:MLMN,MLMN
11089,CBOE:MLN,MLN
11090,NYSE:MLNK,MLNK
11091,NYSE:MLP,MLP
11092,AMEX:MLPA,MLPA
11093,AMEX:MLPB,MLPB
11094,AMEX:MLPD,MLPD
11095,OTC:MLPH,MLPH
11096,OTC:MLPNF,MLPNF
11097,AMEX:MLPR,MLPR
11098,AMEX:MLPX,MLPX
11099,NYSE:MLR,MLR
11100,OTC:MLRT,MLRT
11101,OTC:MLSPF,MLSPF
11102,AMEX:MLSS,MLSS
11103,NASDAQ:MLTX,MLTX
11104,OTC:MLULF,MLULF
11105,OTC:MLXEF,MLXEF
11106,OTC:MLXSF,MLXSF
11107,OTC:MLYBY,MLYBY
11108,NASDAQ:MLYS,MLYS
11109,AMEX:MMA,MMA
11110,OTC:MMATQ,MMATQ
11111,CBOE:MMAX,MMAX
11112,NYSE:MMC,MMC
11113,AMEX:MMCA,MMCA
11114,OTC:MMCP,MMCP
11115,NYSE:MMD,MMD
11116,OTC:MMDDF,MMDDF
11117,OTC:MMETF,MMETF
11118,OTC:MMEX,MMEX
11119,NYSE:MMI,MMI
11120,NYSE:MMID,MMID
11121,OTC:MMILF,MMILF
11122,AMEX:MMIN,MMIN
11123,OTC:MMIRF,MMIRF
11124,AMEX:MMIT,MMIT
11125,NYSE:MMKT,MMKT
11126,AMEX:MMLG,MMLG
11127,NASDAQ:MMLP,MMLP
11128,OTC:MMLTF,MMLTF
11129,NYSE:MMM,MMM
11130,OTC:MMMRF,MMMRF
11131,OTC:MMMW,MMMW
11132,OTC:MMND,MMND
11133,OTC:MMNFQ,MMNFQ
11134,OTC:MMNGF,MMNGF
11135,OTC:MMNNF,MMNNF
11136,OTC:MMNT,MMNT
11137,OTC:MMRGF,MMRGF
11138,NYSE:MMS,MMS
11139,AMEX:MMSC,MMSC
11140,AMEX:MMSD,MMSD
11141,OTC:MMSDF,MMSDF
11142,NASDAQ:MMSI,MMSI
11143,OTC:MMSLF,MMSLF
11144,OTC:MMSMY,MMSMY
11145,NYSE:MMT,MMT
11146,OTC:MMTIF,MMTIF
11147,OTC:MMTLF,MMTLF
11148,AMEX:MMTM,MMTM
11149,OTC:MMTMF,MMTMF
11150,OTC:MMTOF,MMTOF
11151,OTC:MMTRS,MMTRS
11152,NYSE:MMU,MMU
11153,OTC:MMVVF,MMVVF
11154,NASDAQ:MMYT,MMYT
11155,AMEX:MNA,MNA
11156,OTC:MNAP,MNAP
11157,OTC:MNARF,MNARF
11158,OTC:MNAT,MNAT
11159,AMEX:MNBD,MNBD
11160,OTC:MNBEF,MNBEF
11161,OTC:MNBO,MNBO
11162,NASDAQ:MNDO,MNDO
11163,OTC:MNDP,MNDP
11164,NASDAQ:MNDR,MNDR
11165,NASDAQ:MNDY,MNDY
11166,OTC:MNGG,MNGG
11167,OTC:MNGGF,MNGGF
11168,OTC:MNGPF,MNGPF
11169,OTC:MNHVF,MNHVF
11170,OTC:MNIZ,MNIZ
11171,NASDAQ:MNKD,MNKD
11172,NASDAQ:MNMD,MNMD
11173,OTC:MNMRF,MNMRF
11174,OTC:MNODF,MNODF
11175,NASDAQ:MNOV,MNOV
11176,OTC:MNPP,MNPP
11177,NASDAQ:MNPR,MNPR
11178,NYSE:MNR,MNR
11179,NASDAQ:MNRO,MNRO
11180,AMEX:MNRS,MNRS
11181,OTC:MNSAF,MNSAF
11182,NASDAQ:MNSB,MNSB
11183,NASDAQ:MNSBP,MNSBP
11184,OTC:MNSEF,MNSEF
11185,NYSE:MNSO,MNSO
11186,NASDAQ:MNST,MNST
11187,OTC:MNTHY,MNTHY
11188,NASDAQ:MNTK,MNTK
11189,NYSE:MNTN,MNTN
11190,OTC:MNTR,MNTR
11191,NASDAQ:MNTS,MNTS
11192,OTC:MNXMF,MNXMF
11193,OTC:MNXXF,MNXXF
11194,NASDAQ:MNY,MNY
11195,OTC:MNZO,MNZO
11196,NYSE:MO,MO
11197,CBOE:MOAT,MOAT
11198,NASDAQ:MOB,MOB
11199,OTC:MOBO,MOBO
11200,OTC:MOBQ,MOBQ
11201,NASDAQ:MOBX,MOBX
11202,NYSE:MOD,MOD
11203,NASDAQ:MODD,MODD
11204,NYSE:MODG,MODG
11205,NASDAQ:MODL,MODL
11206,OTC:MODVF,MODVF
11207,OTC:MODVQ,MODVQ
11208,NASDAQ:MOFG,MOFG
11209,NYSE:MOG.A,MOG.A
11210,NYSE:MOG.B,MOG.B
11211,OTC:MOGLF,MOGLF
11212,OTC:MOGMF,MOGMF
11213,NASDAQ:MOGO,MOGO
11214,NYSE:MOGU,MOGU
11215,NYSE:MOH,MOH
11216,OTC:MOJO,MOJO
11217,NASDAQ:MOLN,MOLN
11218,NASDAQ:MOMO,MOMO
11219,OTC:MONDQ,MONDQ
11220,OTC:MONDY,MONDY
11221,OTC:MONI,MONI
11222,OTC:MONOY,MONOY
11223,OTC:MONRF,MONRF
11224,OTC:MONRY,MONRY
11225,AMEX:MOO,MOO
11226,NASDAQ:MOOD,MOOD
11227,NASDAQ:MORN,MORN
11228,AMEX:MORT,MORT
11229,NYSE:MOS,MOS
11230,CBOE:MOTG,MOTG
11231,CBOE:MOTI,MOTI
11232,AMEX:MOTO,MOTO
11233,OTC:MOTS,MOTS
11234,NYSE:MOV,MOV
11235,NASDAQ:MOVE,MOVE
11236,NYSE:MP,MP
11237,NYSE:MPA,MPA
11238,NASDAQ:MPAA,MPAA
11239,NASDAQ:MPB,MPB
11240,NYSE:MPC,MPC
11241,OTC:MPCB,MPCB
11242,OTC:MPFRF,MPFRF
11243,OTC:MPFRY,MPFRY
11244,OTC:MPIR,MPIR
11245,NYSE:MPLX,MPLX
11246,CBOE:MPLY,MPLY
11247,OTC:MPNGF,MPNGF
11248,OTC:MPNGY,MPNGY
11249,CBOE:MPRO,MPRO
11250,AMEX:MPTI,MPTI
11251,OTC:MPTYY,MPTYY
11252,AMEX:MPU,MPU
